web-scraper-order,web-scraper-start-url,product-name,product-description-optional,product-code,discount-amount,list-price-before-discount,availability,product-image-src,offer-validity,offer-start-date,offer-end-date
1718401600-130,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Nature’s Truth Apple Cider Vinegar Gummies,120 ct,1446055,4,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1446055-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-131,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,trunature Lutein & Zeaxanthin,140 ct,681272,4,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=681272-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-132,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Kirkland Signature Organic Multi,80 ct,1174112,4,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1174112-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-133,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Nature Made Magnesium Citrate,180 ct,1233864,4,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1233864-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-134,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Centrum Silver Men 50+ Multi,275 ct,1320303,4,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1320303-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-135,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Centrum Silver Women 50+ Multi,275 ct,1320304,4,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1320304-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-136,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,NeilMed Sinus Rinse Kit,,667448,4,,WAREHOUSE-ONLY,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=667448-847&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-137,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Advil Tablets,360 ct,573015,4,,WAREHOUSE-ONLY,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=573015-inc__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-138,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Advil Liqui-Gels,2/120 ct,855643,4,,WAREHOUSE-ONLY,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=855643-inc__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-139,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Advil PM,200 ct,947272,4,,WAREHOUSE-ONLY,https://web.archive.org/web/20240501063625im_/https://mobilecontent.costco.com/live/resource/img/4-10-24/b2c_april_mvm_us240410_947272.png,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-140,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Biofreeze Topical Pain Reliever,2/3 fl oz,1469910,4,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1469910-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-141,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Aleve Caplets,320 ct,667287,4,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=667287-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-142,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Nexium 24HR,3/14 ct,851753,5,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=851753-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-143,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Nature’s Way Joint Movement Glucosamine,33.8 fl oz,402146,5,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=402146-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-144,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Bausch + Lomb Biotrue Multi-Purpose Solution,2/16 fl oz + 2 fl oz,1316229,5,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://mobilecontent.costco.com/live/resource/img/4-10-24/b2c_april_mvm_us240410_1316229.png,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-145,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Ocuvite Adult 50+ Eye Vitamin,150 ct,370945,5,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=370945-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-146,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,trunature Cranberry,140 ct,1235761,5,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=100463241-847&recipeName=680,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-147,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Natural Vitality Calm Magnesium Powder 20,20 oz,1332345,5,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1332345-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-148,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Kirkland Signature Triple Action Joint Health,110 ct,1017650,5,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1017650-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-149,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Nature’s Bounty Quick Dissolve B-12,300 ct,1105926,5,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1105926-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-150,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Nature’s Bounty Fish Oil,130 ct,536672,5,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=536672-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-151,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Estroven Complete,84 ct,1486041,5,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1486041-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-152,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,trunature Advanced Digestive Probiotic,100 ct,1187500,4,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1187500-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-153,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,trunature Women’s Daily Probiotic,90 ct,1423302,4,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1423302-847&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-154,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Nature Made CholestOff Plus,210 ct,1199824,5,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1199824-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-155,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Voltaren Arthritis Pain Gel,2/5.29 oz + 1.76 oz,1369089,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1369089-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-156,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Qunol Liquid Turmeric,30.4 fl oz,1209115,7,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1209115-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-157,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Qunol Liquid CoQ10,30.4 fl oz,1176584,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1176584-847&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-158,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Nature Made CoQ10,90 ct,1327667,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1327667-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-159,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Bausch + Lomb PreserVision AREDS 2,210 ct,1148964,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1148964-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-160,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Zyrtec Liquid Gels,65 ct,502046,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=502046-847&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-161,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Nasacort Allergy 24HR,4/120 sprays,1561942,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1561942-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-162,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Xyzal Allergy 24HR Tablets,110 ct,1089974,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1089974-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-163,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Allegra Allergy 24HR Tablets,110 ct,1481822,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1481822-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-164,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Claritin RediTabs,70 ct,1347960,7,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1347960-847&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-165,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Claritin Children’s Grape Chewables,80 ct,1690594,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1690594-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-166,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Claritin 24HR Tablets,115 ct,1585071,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1585071-847&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-167,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,Zyrtec 24HR Allergy Tablets,120 ct,1428912,9,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20240501063625im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1428912-847__1&recipeName=350,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401600-168,https://web.archive.org/web/20240501063625/https://www.costco.com/online-offers.html,,,,,,Automotive Savings For Costco Members,https://web.archive.org/web/20240501063625im_/https://mobilecontent.costco.com/live/resource/img/4-10-24/b2c_april_mvm_us240410_auto_program.png,Valid April 10 to May 5/ 2024,10-Apr-2024,5-May-2024
1718401671-1,https://web.archive.org/web/20240601152949/https://www.costco.com/online-offers.html,Select LG Appliances,,LGMAY24,200,,ONLINE-ONLY,https://web.archive.org/web/20240601152949im_/https://mobilecontent.costco.com/live/resource/img/5-15-24/b2c-MAYJUNE-MVM-uslgappliances-item.png,Valid May 15 to June 9/ 2024,15-May-2024,9-Jun-2024
1718401671-2,https://web.archive.org/web/20240601152949/https://www.costco.com/online-offers.html,Select Samsung Appliances,,SSMAY24,200,,ONLINE-ONLY,https://web.archive.org/web/20240601152949im_/https://mobilecontent.costco.com/live/resource/img/5-15-24/b2c-MAYJUNE-MVM-ussamsungappliances-item.png,Valid May 15 to June 9/ 2024,15-May-2024,9-Jun-2024
1718401671-3,https://web.archive.org/web/20240601152949/https://www.costco.com/online-offers.html,Select Whirlpool Appliances,,WPMAY24,170,,ONLINE-ONLY,https://web.archive.org/web/20240601152949im_/https://mobilecontent.costco.com/live/resource/img/5-15-24/b2c-MAYJUNE-MVM-uswhirlpoolappliances-item.png,Valid May 15 to June 9/ 2024,15-May-2024,9-Jun-2024
1718401671-4,https://web.archive.org/web/20240601152949/https://www.costco.com/online-offers.html,SunVilla Commercial Sling Wave Chaise Lounge,2 pk. Includes adjustable folding armrests,1713483,100,470,ONLINE-ONLY,https://web.archive.org/web/20240601152949im_/https://mobilecontent.costco.com/live/resource/img/5-15-24/b2c-MAYJUNE-MVM-us1713483-item.png,Valid May 15 to June 9/ 2024,15-May-2024,9-Jun-2024
1718401671-5,https://web.archive.org/web/20240601152949/https://www.costco.com/online-offers.html,Rockford 6-Piece Modular Fabric Sectional,Includes 2 armless chairs with power footrest 1 armless chair 2 corner chairs and 1 storage ottoman.,1695478,400,1900,ONLINE-ONLY,https://web.archive.org/web/20240601152949im_/https://mobilecontent.costco.com/live/resource/img/5-15-24/b2c-MAYJUNE-MVM-us1695478-item.png,Valid May 15 to June 9/ 2024,15-May-2024,9-Jun-2024
1718401671-6,https://web.archive.org/web/20240601152949/https://www.costco.com/online-offers.html,Mirador Adjustable Louvered Aluminum Pergola,Available in Bronze AND/OR White.,2127695,400,,ONLINE-ONLY,https://web.archive.org/web/20240601152949im_/https://mobilecontent.costco.com/live/resource/img/5-15-24/b2c-MAYJUNE-MVM-us100785303-item_v2.png,Valid May 15 to June 9/ 2024,15-May-2024,9-Jun-2024
